sample_name,BioSample,Assay.Type,LibraryLayout,LibrarySource,LibrarySelection,Instrument,sex,age,medium,Strain,Tissue,Experiment,Run
DGRP_Line_379_Female_SAMN09738150,SAMN09738150,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_379,Whole flies,SRX4483814,SRR7619505
DGRP_Line_379_Male_SAMN09738147,SAMN09738147,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_379,Whole flies,SRX4483817,SRR7619508
DGRP_Line_38_Female_SAMN09738146,SAMN09738146,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_38,Whole flies,SRX4483818,SRR7619509
DGRP_Line_38_Male_SAMN09738143,SAMN09738143,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_38,Whole flies,SRX4483821,SRR7619512
DGRP_Line_380_Female_SAMN09738142,SAMN09738142,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_380,Whole flies,SRX4483822,SRR7619513
DGRP_Line_380_Female_SAMN09738142,SAMN09738142,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_380,Whole flies,SRX4483822,SRR7619514
DGRP_Line_380_Male_SAMN09738216,SAMN09738216,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_380,Whole flies,SRX4483825,SRR7619517
DGRP_Line_381_Female_SAMN09738215,SAMN09738215,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_381,Whole flies,SRX4483826,SRR7619519
DGRP_Line_381_Male_SAMN09738213,SAMN09738213,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_381,Whole flies,SRX4483828,SRR7619521
DGRP_Line_382_Male_SAMN09738209,SAMN09738209,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_382,Whole flies,SRX4483832,SRR7619525
DGRP_Line_382_Male_SAMN09738208,SAMN09738208,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_382,Whole flies,SRX4483833,SRR7619527
DGRP_Line_385_Male_SAMN09738196,SAMN09738196,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_385,Whole flies,SRX4483841,SRR7619536
DGRP_Line_386_Female_SAMN09738195,SAMN09738195,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_386,Whole flies,SRX4483842,SRR7619537
DGRP_Line_386_Female_SAMN09738194,SAMN09738194,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_386,Whole flies,SRX4483843,SRR7619538
DGRP_Line_391_Female_SAMN09738239,SAMN09738239,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_391,Whole flies,SRX4483851,SRR7619549
DGRP_Line_392_Female_SAMN09738236,SAMN09738236,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_392,Whole flies,SRX4483854,SRR7619553
DGRP_Line_392_Female_SAMN09738235,SAMN09738235,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_392,Whole flies,SRX4483855,SRR7619554
DGRP_Line_399_Male_SAMN09738221,SAMN09738221,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_399,Whole flies,SRX4483868,SRR7619568
DGRP_Line_399_Male_SAMN09738097,SAMN09738097,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_399,Whole flies,SRX4483869,SRR7619569
DGRP_Line_40_Female_SAMN09738096,SAMN09738096,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_40,Whole flies,SRX4483870,SRR7619570
DGRP_Line_40_Female_SAMN09738139,SAMN09738139,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_40,Whole flies,SRX4483871,SRR7619571
DGRP_Line_405_Female_SAMN09738136,SAMN09738136,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_405,Whole flies,SRX4483874,SRR7619574
DGRP_Line_405_Male_SAMN09738134,SAMN09738134,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_405,Whole flies,SRX4483876,SRR7619577
DGRP_Line_405_Male_SAMN09738133,SAMN09738133,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_405,Whole flies,SRX4483877,SRR7619578
DGRP_Line_406_Female_SAMN09738131,SAMN09738131,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_406,Whole flies,SRX4483879,SRR7619581
DGRP_Line_406_Male_SAMN09738129,SAMN09738129,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_406,Whole flies,SRX4483881,SRR7619583
DGRP_Line_409_Female_SAMN09738127,SAMN09738127,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_409,Whole flies,SRX4483883,SRR7619585
DGRP_Line_409_Male_SAMN09738126,SAMN09738126,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_409,Whole flies,SRX4483884,SRR7619587
DGRP_Line_41_Male_SAMN09738121,SAMN09738121,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_41,Whole flies,SRX4483889,SRR7619592
DGRP_Line_42_Female_SAMN09738119,SAMN09738119,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_42,Whole flies,SRX4483891,SRR7619595
DGRP_Line_426_Male_SAMN09738186,SAMN09738186,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_426,Whole flies,SRX4483897,SRR7619601
DGRP_Line_427_Male_SAMN09738748,SAMN09738748,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_427,Whole flies,SRX4483900,SRR7619605
DGRP_Line_437_Male_SAMN09738744,SAMN09738744,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_437,Whole flies,SRX4483904,SRR7619609
DGRP_Line_439_Male_SAMN09738740,SAMN09738740,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_439,Whole flies,SRX4483908,SRR7619614
DGRP_Line_440_Female_SAMN09738738,SAMN09738738,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_440,Whole flies,SRX4483910,SRR7619616
DGRP_Line_441_Female_SAMN09738733,SAMN09738733,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_441,Whole flies,SRX4483915,SRR7619621
DGRP_Line_441_Male_SAMN09738732,SAMN09738732,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_441,Whole flies,SRX4483916,SRR7619623
DGRP_Line_45_Female_SAMN09738762,SAMN09738762,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_45,Whole flies,SRX4483922,SRR7619631
DGRP_Line_461_Female_SAMN09738758,SAMN09738758,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_461,Whole flies,SRX4483926,SRR7619635
DGRP_Line_461_Female_SAMN09738757,SAMN09738757,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_461,Whole flies,SRX4483927,SRR7619637
DGRP_Line_461_Male_SAMN09738118,SAMN09738118,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_461,Whole flies,SRX4483928,SRR7619639
DGRP_Line_461_Male_SAMN09738117,SAMN09738117,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_461,Whole flies,SRX4483929,SRR7619640
DGRP_Line_491_Male_SAMN09738103,SAMN09738103,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_491,Whole flies,SRX4483944,SRR7619658
DGRP_Line_502_Male_SAMN09738805,SAMN09738805,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_502,Whole flies,SRX4483952,SRR7619671
DGRP_Line_508_Male_SAMN09738797,SAMN09738797,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_508,Whole flies,SRX4483960,SRR7619681
DGRP_Line_509_Female_SAMN09738795,SAMN09738795,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_509,Whole flies,SRX4483962,SRR7619683
DGRP_Line_513_Female_SAMN09738835,SAMN09738835,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_513,Whole flies,SRX4483966,SRR7619687
DGRP_Line_513_Female_SAMN09738834,SAMN09738834,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_513,Whole flies,SRX4483967,SRR7619688
DGRP_Line_513_Male_SAMN09738832,SAMN09738832,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_513,Whole flies,SRX4483969,SRR7619691
DGRP_Line_517_Female_SAMN09738831,SAMN09738831,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_517,Whole flies,SRX4483970,SRR7619693
DGRP_Line_517_Male_SAMN09738829,SAMN09738829,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_517,Whole flies,SRX4483972,SRR7619696
DGRP_Line_531_Female_SAMN09738819,SAMN09738819,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_531,Whole flies,SRX4483982,SRR7619710
DGRP_Line_531_Female_SAMN09738818,SAMN09738818,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_531,Whole flies,SRX4483983,SRR7619712
DGRP_Line_531_Male_SAMN09738817,SAMN09738817,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_531,Whole flies,SRX4483984,SRR7619713
DGRP_Line_535_Female_SAMN09738865,SAMN09738865,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_535,Whole flies,SRX4483986,SRR7619716
DGRP_Line_535_Female_SAMN09738864,SAMN09738864,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_535,Whole flies,SRX4483987,SRR7619717
DGRP_Line_555_Male_SAMN09738854,SAMN09738854,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_555,Whole flies,SRX4483997,SRR7619727
DGRP_Line_563_Female_SAMN09738848,SAMN09738848,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_563,Whole flies,SRX4484003,SRR7619733
DGRP_Line_563_Male_SAMN09738846,SAMN09738846,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_563,Whole flies,SRX4484005,SRR7619735
DGRP_Line_57_Female_SAMN09738840,SAMN09738840,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_57,Whole flies,SRX4484011,SRR7619742
DGRP_Line_57_Male_SAMN09738839,SAMN09738839,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_57,Whole flies,SRX4484012,SRR7619743
DGRP_Line_584_Female_SAMN09738837,SAMN09738837,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_584,Whole flies,SRX4484014,SRR7619746
DGRP_Line_584_Female_SAMN09738836,SAMN09738836,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_584,Whole flies,SRX4484015,SRR7619747
DGRP_Line_584_Female_SAMN09738836,SAMN09738836,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_584,Whole flies,SRX4484015,SRR7619748
DGRP_Line_584_Male_SAMN09738892,SAMN09738892,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_584,Whole flies,SRX4484016,SRR7619749
DGRP_Line_589_Female_SAMN09738911,SAMN09738911,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_589,Whole flies,SRX4484019,SRR7619753
DGRP_Line_59_Female_SAMN09738907,SAMN09738907,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_59,Whole flies,SRX4484023,SRR7619757
DGRP_Line_595_Male_SAMN09738902,SAMN09738902,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_595,Whole flies,SRX4484028,SRR7619762
DGRP_Line_595_Male_SAMN09738902,SAMN09738902,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_595,Whole flies,SRX4484028,SRR7619763
DGRP_Line_596_Female_SAMN09738899,SAMN09738899,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_596,Whole flies,SRX4484031,SRR7619766
DGRP_Line_596_Male_SAMN09738897,SAMN09738897,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_596,Whole flies,SRX4484033,SRR7619768
DGRP_Line_639_Female_SAMN09738935,SAMN09738935,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_639,Whole flies,SRX4484046,SRR7619786
DGRP_Line_639_Male_SAMN09738890,SAMN09738890,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_639,Whole flies,SRX4484048,SRR7619789
DGRP_Line_642_Male_SAMN09738885,SAMN09738885,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_642,Whole flies,SRX4484053,SRR7619798
DGRP_Line_69_Male_SAMN09738882,SAMN09738882,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_69,Whole flies,SRX4484056,SRR7619801
DGRP_Line_69_Male_SAMN09738881,SAMN09738881,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_69,Whole flies,SRX4484057,SRR7619802
DGRP_Line_703_Female_SAMN09738879,SAMN09738879,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_703,Whole flies,SRX4484059,SRR7619804
DGRP_Line_705_Male_SAMN09738873,SAMN09738873,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_705,Whole flies,SRX4484065,SRR7619811
DGRP_Line_707_Female_SAMN09738871,SAMN09738871,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_707,Whole flies,SRX4484067,SRR7619813
DGRP_Line_721_Female_SAMN09738925,SAMN09738925,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_721,Whole flies,SRX4484082,SRR7619830
DGRP_Line_721_Male_SAMN09738929,SAMN09738929,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_721,Whole flies,SRX4484084,SRR7619832
DGRP_Line_727_Female_SAMN09738926,SAMN09738926,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_727,Whole flies,SRX4484087,SRR7619835
DGRP_Line_727_Male_SAMN09738923,SAMN09738923,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_727,Whole flies,SRX4484088,SRR7619836
DGRP_Line_73_Female_SAMN09738920,SAMN09738920,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_73,Whole flies,SRX4484091,SRR7619839
DGRP_Line_730_Female_SAMN09738970,SAMN09738970,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_730,Whole flies,SRX4484094,SRR7619842
DGRP_Line_730_Male_SAMN09738968,SAMN09738968,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_730,Whole flies,SRX4484096,SRR7619845
DGRP_Line_732_Female_SAMN09738965,SAMN09738965,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_732,Whole flies,SRX4484099,SRR7619848
DGRP_Line_732_Female_SAMN09738965,SAMN09738965,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_732,Whole flies,SRX4484099,SRR7619849
DGRP_Line_737_Male_SAMN09738960,SAMN09738960,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_737,Whole flies,SRX4484104,SRR7619855
DGRP_Line_737_Male_SAMN09738959,SAMN09738959,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_737,Whole flies,SRX4484105,SRR7619856
DGRP_Line_738_Female_SAMN09738958,SAMN09738958,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_738,Whole flies,SRX4484106,SRR7619857
DGRP_Line_738_Male_SAMN09739053,SAMN09739053,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_738,Whole flies,SRX4484109,SRR7619861
DGRP_Line_748_Male_SAMN09739050,SAMN09739050,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_748,Whole flies,SRX4484112,SRR7619864
DGRP_Line_75_Female_SAMN09739048,SAMN09739048,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_75,Whole flies,SRX4484114,SRR7619867
DGRP_Line_757_Male_SAMN09739042,SAMN09739042,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_757,Whole flies,SRX4484120,SRR7619875
DGRP_Line_761_Female_SAMN09739040,SAMN09739040,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_761,Whole flies,SRX4484122,SRR7619878
DGRP_Line_765_Female_SAMN09739035,SAMN09739035,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_765,Whole flies,SRX4484127,SRR7619884
DGRP_Line_774_Female_SAMN09739095,SAMN09739095,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_774,Whole flies,SRX4484130,SRR7619887
DGRP_Line_774_Male_SAMN09739093,SAMN09739093,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_774,Whole flies,SRX4484132,SRR7619890
DGRP_Line_776_Female_SAMN09739091,SAMN09739091,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_776,Whole flies,SRX4484134,SRR7619893
DGRP_Line_776_Male_SAMN09739088,SAMN09739088,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_776,Whole flies,SRX4484137,SRR7619896
DGRP_Line_783_Female_SAMN09739087,SAMN09739087,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_783,Whole flies,SRX4484138,SRR7619897
DGRP_Line_783_Female_SAMN09739086,SAMN09739086,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_783,Whole flies,SRX4484139,SRR7619899
DGRP_Line_783_Male_SAMN09739084,SAMN09739084,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_783,Whole flies,SRX4484141,SRR7619901
DGRP_Line_787_Female_SAMN09739078,SAMN09739078,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_787,Whole flies,SRX4484147,SRR7619907
DGRP_Line_790_Female_SAMN09739074,SAMN09739074,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_790,Whole flies,SRX4484151,SRR7619912
DGRP_Line_801_Female_SAMN09739122,SAMN09739122,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_801,Whole flies,SRX4484162,SRR7619924
DGRP_Line_802_Male_SAMN09739017,SAMN09739017,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_802,Whole flies,SRX4484168,SRR7619930
DGRP_Line_804_Female_SAMN09739013,SAMN09739013,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_804,Whole flies,SRX4484171,SRR7619933
DGRP_Line_805_Female_SAMN09739010,SAMN09739010,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_805,Whole flies,SRX4484175,SRR7619937
DGRP_Line_805_Male_SAMN09739008,SAMN09739008,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_805,Whole flies,SRX4484177,SRR7619940
DGRP_Line_810_Male_SAMN09739068,SAMN09739068,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_810,Whole flies,SRX4484184,SRR7619947
